,comment_num,title,body,url,comment,comment_time
26,25, ,ㅁㅊㅁㅊㅁㅊ 얘들아 나 자취방에 이런녀석이 나왔는데 물리면 아픈친구니…? 또 나올까봐 개무서우어 ㅜㅜㅜ 일단 밖으로 쫒아냈는데 더있지는 않갰지…? 돈벌레인줄알았는데 뭔가 돈벌레같이 안생겨서 ㅠㅜ,https://everytime.kr/375133/v/295658354,"['왜 물리고 싶은거야? 같이 살고싶은거 아니잖아 물릴 생각을 해? 내보내!!', '일단 내보냈는데 또있을까봐 무서우어서 ㅜㅜ', '또 있으면 있겠지...', '집게벌레 같은데 내 경험상 전투력은 없는 녀석임', 'ㄴㄴ집게벌레 좀 더 장수하늘소처럼 생김', '지네같은데..', '아 제발 지네는 아니길 빌었는데', '다행히 새끼는 아닌 거같아서 걍 외부유입잏수도..', '되게 작아…한 너구리라면의 면굵기정도…?', '아근데 작으면 노래기일수도?', '얘 익사시켜야된대 밟아도 안 죽는대..', '아 ㅁㅊ', '찾아보니 살충제 엄청 써야된대 냄새도 고약하다네.. 습한 곳 좋아한다고 하니 습도 잘체크하고 거기다가 살충제엄청뿌려놔! 한번 나타나면 대량으로 나타난대..', '와 소름돋았어 ㅁㅊ 그렇구나..화장실에서 발견됨…낼 당장 살충제 사러가야겠다….아 근데 문밖에다 풀어둔게 너무 거슬려 창문밖으로 던질껄;;;', '어쩔수없지 ㅋㅋㅋ 일단 나오면 너가 살충제로 익사시켜버려 환기도 잘 해주고!!', '친절한 답변 고마워..일단 오늘은 못자겠다^^ 물리면 위험하지는 않지..?ㅎ', '물지는 않나봐!! 근데 냄새가 고약하고 ... 한번 나오면 대량생산... 사실 지렁이같은 역할이라 농부한텐 익충인데 생긴건 해충이지..^_^', ',,,아,,,화장실을 그냥 살충제로 도배해야겠다^^ 그냥 구석구석 다 뿌려둘게 ㅎㅎ', '얘는 지네에요', '애기 지네나 돈벌레 아니야???... ㅠㅠㅠㅠ', '아 진짜 공포다 ㅠㅠㅠㅠ 밖에서 들어온 애일꺼야', '제발 지네라고 하지 말아줘….잠못자 ㅜㅜㅜ', '지넨데?', 'ㅇr…지네구나…돈벌레가 나은데…집에서 지네가 나올수도 있는거구나…', '이럴줄알았으면 더멀리 쫒아낼껄 문앞에그냐우쫒아냈는데 들어오진않겠지…?']",03/26 01:52
27,5,자취방에 데려온 친구 두 명이,"나를 사이에 두고
각자의 여자친구와 달달하게 통화하고 있다.

나는 자고 싶은데.

찌질해보일까봐 연락 하나 없는 폰이나 뒤적 거리는 중...",https://everytime.kr/370454/v/295649086,"['삭제된 댓글입니다.', '말이라도 고마워', 'ㅋㅋㅋㅋㅋㅋ ㅠ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '귀엽다 ㅋㅋㅋㅋ', '슬프다 진짜로']",03/26 00:44
28,1,자취생 집에 매일,친구 데려오는 심리가 뭐야? 그렇게 종일 놀고 집에서 또 새벽까지 떠들면 자고 놀고 먹는 거 말고 하는 게 뭐임?,https://everytime.kr/374012/v/295645210,['하..내 옆집인줄..'],03/26 00:19
29,1,자취생,이불세트 추천 좀,https://everytime.kr/370454/v/295635447,['마틸라였나 거기 무난'],03/25 23:17
30,0, ,"자취생
이불 세트 추천 좀",https://everytime.kr/375133/v/295635406, ,03/25 23:17
31,2, ,"서울 자취방 놀러와서 같이 영화볼사람???

키 크고 잘생긴편",https://everytime.kr/373437/v/295630047,"['영화 볼 때 외모 못 보잖아', '움 그런가 그냥 내 소개 간단히 해봤어']",03/25 22:43
32,6,자취,자취러분들 한달에 얼마쓰시나요?,https://everytime.kr/374012/v/295609176,"['생활비로 50?', '음식은 다 해드시나요?', '밀키트사서먹어요', '우와 어떻게 50이 나오지 존경', '친구를 안만나면 됩니다', '100넘게']",03/25 20:11
33,8, ,182 78 모현 자취해요 쪽지할사아람,https://everytime.kr/373437/v/295608649,"['남자도 술 사주면 하루 재워줄수 잇냐 코는 안골아', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑자기???', '나도 갈래', '세명이서 금욜에 모현 헌포갔다가 쓴이네에서 자고 헤어지자 어떠냐', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ현타올거같은데', '쓴이 키가 좀 크니까 먹힐거야 가자 난 좀 작아', '형들…', '형들말고 여자분 오세요..']",03/25 20:06
34,9,자취생은 뭐 먹어? 사 먹어?,제대로 먹진 않는데도 돈은 엄청 드네,https://everytime.kr/370454/v/295601317,"['ㄹㅇ', '은근 스트레스받아 ㅠㅠ 매 끼니 고민해야하고 배는 고프면 먹긴 해야 하는데 돈은 돈대로 쓰면서 제대로 먹진 않고', '물가개비쌈', '맞지 저번 학기랑 돈 드는 정도가 넘 차이난다', '밀키트 소분 …!', '닭가슴살 + 쌀밥 식단하면 한끼 1500원 선에서도 가능', '오 고마워!! 매번 사먹기만 했는데 바꿔봐야겠다', '밥솥 사서 냉동밥 1주치 정도 쟁여두기+본가에서 반찬(잘 안 상하는 멸치볶음 같은 거) 가져오면 식비 아끼고 너끈히 먹을 수 있더라! 여기에 그냥 가끔 외식+배달+요리해먹으면 절약할라면 할 수는 있음', '한끼는 엄마반찬에 밥 대충 먹고 한끼는 사먹음']",03/25 19:04
35,3,학기 중 알바,"평일vs주말 뭐가 좋을까
일단 평일이면 그냥 프랜차이즈 주 3일 저녁타임 정도 생각하고 있어
자취러인데 주말에는 본가에도 좀 내려가고 싶어서... 평일 생각 중인데 학업 병행 힘들까",https://everytime.kr/370454/v/295594892,"['전자', '주말알바하면 쉬는 날 없게 느껴져 ㅠㅠ', '헐 그렇겠다 ㅜㅜ 고마웡']",03/25 18:08
36,8,알바하는 자취생들,"알바가 밤 11시 넘어서 끝날 땐 샤워 안 하고 그냥 자?
아침에 샤워하고 머리 말리고 그러는 거야?
알바 구하는 중에 문득 생각남... 나 머리 길어서 드라이기 꼭 하고 자야 되는데 층간소음 땜에",https://everytime.kr/370454/v/295589969,"['걍하는거지 여기가 캐나다나 미국도아니고', '밤에 드라이기를...???', '아 난 머리 드라이기 안해서 ㅎ', '하... 삭발이 답인가', '어차피 다 함', '삭제된 댓글입니다.', '기본예의라 생각함.. 글고 내 옆집이 집주인 엄마분(할머니)이셔서 좀 신경 쓰여 ㅠ', '샤워는 3분컷 하고 드라이기는 안씀', '새벽 두 세시도 아니고 11시 넘어서 샤워하는거 아무도 신경 안씀']",03/25 17:22
37,0, ,관악구 자취하는 여자있어?,https://everytime.kr/373437/v/295586312, ,03/25 16:48
38,2, ,"석관동 한예종 후문 근처 사는 여자 있을까??
나 새내기 여자인데 자취 너무 적적하고 심심해서 미칠 것 같음 ㅜ_ㅜ
넘 외롭고 그렇다고 돈 펑펑 쓰긴 싫어서 맨날 동네 산책하는데 친해지자",https://everytime.kr/489758/v/295584319,"['남자는?', '여자만 구하고 싶엉 ㅎㅎ']",03/25 16:29
39,12,새내기인데,"원래 새내기는 여유시간이 많나요?
과제도 얼마 없어서 후딱 다 끝내면 시간 남는데 이 시간에 가만히 있는 게 자꾸 불안해요 ㅠㅠ

대학 공부 유형 파악하고 적응부터 할 생각에 부모님은 알바도 2학기 때 하라고 하시고 자취 적응부터 하라고 하시고 일단 대학생활 즐기라고 하는데 즐겁지가 않아요... 자취도 그냥 적적해서 외롭고 외롭고 또 외로워요.
그냥 서울 생활 자체가 재미 없고 본가 내려가서 친구들 만나고 가족들 보고싶기만 해요

그렇다고 대외활동을 지금부터 할 수도 없고... 토익이라도 공부해야 할까요? 중간고사 시험 때까지 원래 이렇게 한가한 건가요 다들 노는 건가요",https://everytime.kr/370454/v/295583400,"['엥...전 너무 바쁜데', '과제 아니면 알바? 자격증 공부하시나용', '알바도 그렇구 과제도 그렇구 밥약도 ..동아리 오디션 학회 면접...술...', '아! 그리고 전 통학 3시간 걸려서...ㅠㅠ 글구 영어대라 영어과제가 많은데 영어를 잘 모대서 과제도 오래걸려용ㅠㅠ', '완전 갓생러시네요 ㄷㄷ... 그냥 알바라도 찾아봐야겠어요 ㅠㅠ', '언어과고 전공 살리고 싶으면 언어 자격증 좀씩하고 아니면 동아리나 봉사활동 해놓으면 좋음', '언어는 유학 경험 있어서... 봉사활동이라도 찾아봐야겠네용 감사합니다!', '불안해하지말고 좀 놀아ㅏㅏㅏㅏㅏ 넷플릭스를 보든 책을 보든 좀 뒹굴뒹굴 하란말ㅇ야 또 자취라매…. 긱사도 아니고 ㅠㅠㅠㅠ 사람 만나서 연애를 좀 하든가 친구를 사귀든가 제발 좀 놀아 제발', 'ㅋㅋㅋㅋㅋㅋ 놀고 있다가도 문득 현타 와서... 감사합니다', '나랑 똑같다', '진짜? 나만 불안한 건줄 ㅠㅠ', '?당연히 놀아야하는거아님?']",03/25 16:21
